epoch,phase,epoch_loss,epoch_iou,pixel_acc,iou_Sidewalk,iou_Braille Guide Blocks,iou_Roadway,iou_Alley,iou_Bike Lane,iou_Caution Zone,iou_Cross walk
11,val,0.39356667825153896,0.5064928480557033,0.7650564303645839,0.74078768491745,0.5302192568778992,0.2438977062702179,0.7643312215805054,0.20032702386379242,0.6718237996101379,0.39406317472457886
12,train,0.3199042763028826,0.5146965514234945,0.7633732277344318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,val,0.38414063027926854,0.5096893089158194,0.7663598076089636,0.7409563064575195,0.5318772196769714,0.24800024926662445,0.7657217383384705,0.20029248297214508,0.6729932427406311,0.4079839587211609
13,train,0.30309230535208775,0.5229843125051382,0.7661142330022654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,val,0.38135494930403574,0.5116058553968157,0.7653886675834656,0.7424185872077942,0.5433905720710754,0.2509913146495819,0.7649296522140503,0.19769303500652313,0.6723517179489136,0.40946632623672485
14,train,0.28534418962845187,0.5287782764759194,0.7686258261868041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.38149320653506685,0.5155425880636487,0.7641501634151905,0.7382089495658875,0.5477921366691589,0.258924275636673,0.762766420841217,0.20246456563472748,0.6797871589660645,0.41885486245155334
15,train,0.269482956755729,0.536630854720161,0.7714105373990127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.38158134988376075,0.5146870246955326,0.7627084670128761,0.7411106824874878,0.5491504073143005,0.24892261624336243,0.7616755962371826,0.20708484947681427,0.678081214427948,0.4167839586734772
16,train,0.2548042727368219,0.5419510308982564,0.7737805645987595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,val,0.3791796590600695,0.5148594515664237,0.7625979127821984,0.7384920716285706,0.5462732911109924,0.2569989860057831,0.7631176710128784,0.20430220663547516,0.6781072616577148,0.41672471165657043
17,train,0.23863917366177045,0.5490659138783306,0.7763219103868778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,val,0.3793569428580148,0.5158326200076512,0.761527572049723,0.7367175221443176,0.5539576411247253,0.2521390914916992,0.764207124710083,0.20386113226413727,0.6797276139259338,0.42021822929382324
18,train,0.22575780698636763,0.5543209614396907,0.7780162700565649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,val,0.3825345524719783,0.516195023059845,0.7603879885240035,0.7363525032997131,0.5504956841468811,0.25523242354393005,0.762866199016571,0.20634397864341736,0.6841959357261658,0.4178783893585205
19,train,0.21228698767772336,0.5607312303416583,0.7803322501052946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,val,0.38825427634375437,0.5129814837660108,0.7581073281052825,0.7331910729408264,0.5479905009269714,0.25322937965393066,0.7613646984100342,0.19902896881103516,0.6859117746353149,0.41015368700027466
20,train,0.2013690204036479,0.5657195562408084,0.7818532172409149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,val,0.38983733228274753,0.5156940077032361,0.7570690469308333,0.7355521321296692,0.5600325465202332,0.2411116510629654,0.7568687200546265,0.2124057114124298,0.6838388442993164,0.4200485050678253
21,train,0.1901969600494216,0.5707669112147117,0.7831188193949288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,val,0.39312686835016525,0.5142766620431628,0.7569838200296675,0.7368992567062378,0.5556255578994751,0.24354106187820435,0.7613704800605774,0.21256431937217712,0.6848867535591125,0.40504950284957886
22,train,0.17991079521827957,0.5759797976130531,0.784920912870625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,val,0.4002613025052207,0.5157405878816332,0.7554681245382731,0.7316238284111023,0.5560088753700256,0.24762287735939026,0.7619564533233643,0.21403326094150543,0.6834499835968018,0.41548848152160645
23,train,0.17105737014287184,0.5807664102437545,0.7860097802896137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,val,0.402778890303203,0.5171166147504535,0.7552817850917966,0.7320486307144165,0.5538845062255859,0.2516016960144043,0.7601951956748962,0.21424983441829681,0.6866568922996521,0.4211798310279846
