epoch,phase,batch_loss,batch_iou,pixel_acc,iou_Sidewalk,iou_Braille Guide Blocks,iou_Roadway,iou_Alley,iou_Bike Lane,iou_Caution Zone,iou_Cross walk
1,train,2.1208150386810303,0.04088028520345688,0.11302447319030762,,,,,,,
1,train,2.093987226486206,0.04576900228857994,0.13180220127105713,,,,,,,
1,train,2.072031021118164,0.05770138278603554,0.14980769157409668,,,,,,,
1,train,2.066847801208496,0.05997355654835701,0.15564417839050293,,,,,,,
1,train,2.03181791305542,0.06863433122634888,0.19070303440093994,,,,,,,
1,train,2.0243008136749268,0.07278359681367874,0.1926743984222412,,,,,,,
1,train,2.0000672340393066,0.08246754109859467,0.21508443355560303,,,,,,,
1,train,1.9853031635284424,0.08860869705677032,0.23045623302459717,,,,,,,
1,train,1.9479762315750122,0.0980324074625969,0.270310640335083,,,,,,,
1,train,1.9343018531799316,0.1137654110789299,0.2951655387878418,,,,,,,
1,train,1.9096344709396362,0.11617545038461685,0.3166956901550293,,,,,,,
1,train,1.878922700881958,0.12414467334747314,0.3381575345993042,,,,,,,
1,train,1.870247721672058,0.12497125566005707,0.34443986415863037,,,,,,,
1,train,1.8601458072662354,0.12935729324817657,0.35069000720977783,,,,,,,
1,train,1.8430333137512207,0.13440918922424316,0.36277997493743896,,,,,,,
1,train,1.806170105934143,0.14622484147548676,0.4008922576904297,,,,,,,
1,train,1.808705449104309,0.14912626147270203,0.3917114734649658,,,,,,,
1,train,1.7948683500289917,0.14575636386871338,0.39824092388153076,,,,,,,
1,train,1.744449496269226,0.15888316929340363,0.42545008659362793,,,,,,,
1,train,1.7796272039413452,0.14695344865322113,0.4018195867538452,,,,,,,
1,train,1.719214677810669,0.1637333184480667,0.4493640661239624,,,,,,,
1,train,1.7017693519592285,0.17246998846530914,0.4687337875366211,,,,,,,
1,train,1.674157977104187,0.17275370657444,0.45489072799682617,,,,,,,
1,train,1.6887699365615845,0.1712423712015152,0.4672858715057373,,,,,,,
1,train,1.7280606031417847,0.15449336171150208,0.42204535007476807,,,,,,,
1,train,1.6304765939712524,0.18244442343711853,0.4718278646469116,,,,,,,
1,train,1.5752812623977661,0.17541636526584625,0.5052026510238647,,,,,,,
1,train,1.529884934425354,0.17836306989192963,0.5112022161483765,,,,,,,
1,train,1.521482229232788,0.19718623161315918,0.5354167222976685,,,,,,,
1,train,1.541245937347412,0.17853951454162598,0.4986116886138916,,,,,,,
1,train,1.5638495683670044,0.17489217221736908,0.4839637279510498,,,,,,,
1,train,1.4781298637390137,0.19678044319152832,0.5500433444976807,,,,,,,
1,train,1.4656271934509277,0.18938930332660675,0.5170742273330688,,,,,,,
1,train,1.4699708223342896,0.18515419960021973,0.5191274881362915,,,,,,,
1,train,1.4870657920837402,0.18743249773979187,0.5162798166275024,,,,,,,
1,train,1.516918659210205,0.17915000021457672,0.507559061050415,,,,,,,
1,train,1.4206748008728027,0.1941649615764618,0.5539799928665161,,,,,,,
1,train,1.4329278469085693,0.19900014996528625,0.5508664846420288,,,,,,,
1,train,1.3595837354660034,0.21207666397094727,0.5730562210083008,,,,,,,
1,train,1.4397693872451782,0.19051554799079895,0.5528953075408936,,,,,,,
1,train,1.5114994049072266,0.18609179556369781,0.5313900709152222,,,,,,,
1,train,1.374289870262146,0.19668497145175934,0.5610734224319458,,,,,,,
1,train,1.4744648933410645,0.18076004087924957,0.5206739902496338,,,,,,,
1,train,1.40143883228302,0.19805850088596344,0.5566180944442749,,,,,,,
1,train,1.2334104776382446,0.21432426571846008,0.5977624654769897,,,,,,,
1,train,1.4018081426620483,0.1794912964105606,0.5204484462738037,,,,,,,
1,train,1.2266422510147095,0.20922279357910156,0.5931131839752197,,,,,,,
1,train,1.325884222984314,0.192178413271904,0.5412704944610596,,,,,,,
1,train,1.3366326093673706,0.1897585690021515,0.547569990158081,,,,,,,
1,train,1.3259586095809937,0.19999919831752777,0.5820626020431519,,,,,,,
1,train,1.3323067426681519,0.18769986927509308,0.5694931745529175,,,,,,,
