epoch,phase,epoch_loss,epoch_iou,pixel_acc,iou_Sidewalk,iou_Braille Guide Blocks,iou_Roadway,iou_Alley,iou_Bike Lane,iou_Caution Zone,iou_Cross walk
7,train,0.28214273751288854,0.4828237946949849,0.7464851021309206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,val,0.34159366278976633,0.48099496593509894,0.7539695040615285,0.7304708957672119,0.38535627722740173,0.2807903587818146,0.761099636554718,0.20718565583229065,0.5995983481407166,0.402463436126709
8,train,0.2572707928666452,0.494897915189769,0.7529269457175306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,val,0.34855325034131174,0.48736711753451306,0.7533770747806715,0.7200032472610474,0.4135344326496124,0.2923769950866699,0.7646366357803345,0.21868924796581268,0.6088034510612488,0.39352551102638245
9,train,0.23442933328297674,0.5101721221391036,0.7591278053236615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,val,0.35523273504298664,0.4899881127951802,0.7523645289278261,0.7163828611373901,0.4301289916038513,0.300802081823349,0.7613323330879211,0.21863551437854767,0.6065782904624939,0.39605647325515747
10,train,0.2133070609095145,0.525200472802532,0.7648735028608253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,val,0.3573551743790723,0.4936288251825001,0.7539154746106282,0.7237601280212402,0.4628709554672241,0.2873108983039856,0.7610538601875305,0.22697141766548157,0.6040526032447815,0.38938209414482117
11,train,0.19307690012414438,0.5385546970124148,0.7708922452313642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,val,0.36519096349028574,0.4975889856400697,0.7547360768064785,0.7240955233573914,0.4829111099243164,0.27742838859558105,0.761803925037384,0.2242402583360672,0.6055478453636169,0.40709570050239563
12,train,0.17771349814371998,0.5511693742607726,0.7748670157869719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,val,0.3756090905787288,0.5015754293704379,0.7538720190813,0.7173819541931152,0.49481362104415894,0.28887349367141724,0.7648695111274719,0.22505854070186615,0.6116089820861816,0.40842166543006897
13,train,0.161257454187793,0.5645065415574579,0.7795772943096636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,val,0.38161465115305304,0.5016764572997024,0.7533793996497629,0.7190128564834595,0.5203083157539368,0.27710816264152527,0.7535626292228699,0.23725490272045135,0.6093652248382568,0.39512312412261963
14,train,0.149857243370949,0.5719293207943845,0.7826593017549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.39441075964250427,0.5087994745244151,0.752569171541555,0.709685742855072,0.537253201007843,0.29625043272972107,0.7571747899055481,0.25245511531829834,0.6135371923446655,0.395239919424057
15,train,0.13892731019834273,0.583183921772201,0.7855793749518821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.39930829179027805,0.5056483615999636,0.7527930868996513,0.7149832844734192,0.549392819404602,0.2735535502433777,0.7567618489265442,0.24366265535354614,0.6064983606338501,0.3946863114833832
14,train,0.15055608668294893,0.5728151183448681,0.7824664900861401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.3907092270859774,0.5058365915564523,0.7537566653772253,0.7182851433753967,0.5357213616371155,0.28688931465148926,0.7555147409439087,0.2378527820110321,0.6071019172668457,0.39949044585227966
15,train,0.13873460517600686,0.584132343327918,0.7856664353383476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.3987300478029942,0.5088593458783799,0.7524342410230406,0.7145183682441711,0.553873598575592,0.27853256464004517,0.7556232213973999,0.24381569027900696,0.6143246293067932,0.40132713317871094
16,train,0.1294757054649851,0.5906080661379561,0.7880367912714672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,val,0.408237902690535,0.5111140757799149,0.753416951727752,0.7170975208282471,0.5671688318252563,0.2816641926765442,0.7586029767990112,0.24004121124744415,0.6164236068725586,0.39680027961730957
17,train,0.12108780285280173,0.5986338968382401,0.7903048031080171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,val,0.4259449373120847,0.5095428278048834,0.7512669931863242,0.7175795435905457,0.575117290019989,0.28093549609184265,0.7440358996391296,0.24070435762405396,0.6107578277587891,0.3976694345474243
18,train,0.11483434808193421,0.6040959277627419,0.7918043428225894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,val,0.4254097305778144,0.5125441657028337,0.752745214867707,0.7142888307571411,0.5794960260391235,0.2834411561489105,0.7539743185043335,0.24240435659885406,0.6161490082740784,0.3980552852153778
19,train,0.10735191753273512,0.6108370782668088,0.7937496958884315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,val,0.4285697928373364,0.5152793988801431,0.7535483508870222,0.7128340601921082,0.5839947462081909,0.293008029460907,0.7529051303863525,0.24809116125106812,0.6171199679374695,0.3990028500556946
20,train,0.1028951684228417,0.6159835386337066,0.7948634232731155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,val,0.44668499304764514,0.5111721933319948,0.7521836982257124,0.7204570770263672,0.5925862193107605,0.26890096068382263,0.7522218227386475,0.24319057166576385,0.6113948822021484,0.389454185962677
21,train,0.09741450248121404,0.6176106230843634,0.7962346704513973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,val,0.44719117685504584,0.516082569092944,0.7533775314616697,0.7174238562583923,0.5990347266197205,0.2847517132759094,0.7557399868965149,0.24015992879867554,0.6126048564910889,0.40286293625831604
22,train,0.09371706856680768,0.624833402331589,0.7972105381668871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,val,0.4624431025290835,0.5130227372266244,0.7521104363427646,0.7150493860244751,0.6010756492614746,0.27940160036087036,0.7534897327423096,0.24107781052589417,0.6114116907119751,0.3896535634994507
23,train,0.08892551952098705,0.6274721235746429,0.798352953195364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,val,0.4562153112197268,0.5170601835285408,0.7541071579652133,0.7106080651283264,0.5926134586334229,0.28513213992118835,0.7556217908859253,0.2514478266239166,0.6203901171684265,0.4036075174808502
