epoch,phase,epoch_loss,epoch_iou,pixel_acc,iou_Sidewalk,iou_Braille Guide Blocks,iou_Roadway,iou_Alley,iou_Bike Lane,iou_Caution Zone,iou_Cross walk
1,train,0.9148493943875339,0.28880974988700175,0.634381052629706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,val,0.6210307783406713,0.36383931058040564,0.7170520433481189,0.7127041816711426,0.139200359582901,0.20236921310424805,0.7348827123641968,0.13400894403457642,0.47545042634010315,0.1482589691877365
2,train,0.527973297755329,0.38383576040770734,0.7062069830960177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,val,0.4732736241126406,0.4110762169179709,0.7355696060807232,0.7252972722053528,0.17298297584056854,0.25588783621788025,0.7496494054794312,0.1708141416311264,0.5416043400764465,0.26129767298698425
3,train,0.43217927957473157,0.41532831193030284,0.7184871651522052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,val,0.4057468450155811,0.4341178640075352,0.7445200842935683,0.7305342555046082,0.22573064267635345,0.2699776589870453,0.7534286975860596,0.1853162944316864,0.5609506964683533,0.31288689374923706
4,train,0.3775592619920669,0.4328372686797259,0.7268816532419964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,val,0.3805103100080421,0.4521251856416896,0.7475338817218652,0.7333017587661743,0.2736954092979431,0.2768474519252777,0.7537332773208618,0.18745078146457672,0.5901448726654053,0.3497025668621063
5,train,0.3389219377620691,0.4525196857902469,0.7343427241004493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,val,0.35877115031083423,0.4639001840698546,0.7511245496031167,0.7318049073219299,0.3083609640598297,0.28917255997657776,0.7614663243293762,0.19013333320617676,0.5997198820114136,0.3666437566280365
6,train,0.3093041461341235,0.4661250793102647,0.7401822129719008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,val,0.34735014732333197,0.47726291893185047,0.7525675325577961,0.7295632362365723,0.36931222677230835,0.28762170672416687,0.757155179977417,0.20204047858715057,0.6078029870986938,0.38734471797943115
