epoch,phase,batch_loss,batch_iou,pixel_acc,iou_Sidewalk,iou_Braille Guide Blocks,iou_Roadway,iou_Alley,iou_Bike Lane,iou_Caution Zone,iou_Cross walk
1,train,2.2154767513275146,0.03268292918801308,0.06839275360107422,,,,,,,
1,train,2.24035382270813,0.02207266166806221,0.045983314514160156,,,,,,,
1,train,2.216433048248291,0.026330430060625076,0.05706024169921875,,,,,,,
1,train,2.1891746520996094,0.02418901026248932,0.059369802474975586,,,,,,,
1,train,2.1717312335968018,0.0351877398788929,0.07936525344848633,,,,,,,
1,train,2.133946418762207,0.03565775975584984,0.08659553527832031,,,,,,,
1,train,2.152846336364746,0.036799106746912,0.08119511604309082,,,,,,,
1,train,2.122342586517334,0.04733306169509888,0.10709571838378906,,,,,,,
1,train,2.0943119525909424,0.047650594264268875,0.11938905715942383,,,,,,,
1,train,2.088749885559082,0.04721134901046753,0.12061262130737305,,,,,,,
1,train,2.057281255722046,0.05492689087986946,0.1478724479675293,,,,,,,
1,train,2.029646873474121,0.060437850654125214,0.15813827514648438,,,,,,,
1,train,2.039839744567871,0.06842134892940521,0.16757869720458984,,,,,,,
1,train,1.9917454719543457,0.0835149809718132,0.204878568649292,,,,,,,
1,train,1.987254023551941,0.09153489023447037,0.2067255973815918,,,,,,,
1,train,1.9954332113265991,0.07562269270420074,0.21570158004760742,,,,,,,
1,train,2.022357225418091,0.08895909786224365,0.20915818214416504,,,,,,,
1,train,1.950989842414856,0.09526383131742477,0.23395133018493652,,,,,,,
1,train,1.901694893836975,0.1146424263715744,0.28305792808532715,,,,,,,
1,train,1.901982307434082,0.12013382464647293,0.29322266578674316,,,,,,,
1,train,1.8490532636642456,0.12412820011377335,0.3417642116546631,,,,,,,
1,train,1.8345513343811035,0.1361825317144394,0.34351205825805664,,,,,,,
1,train,1.9023078680038452,0.11213986575603485,0.2970404624938965,,,,,,,
1,train,1.8927347660064697,0.1158083826303482,0.2944767475128174,,,,,,,
1,train,1.8639591932296753,0.13101626932621002,0.33728981018066406,,,,,,,
1,train,1.8361403942108154,0.13725629448890686,0.3421661853790283,,,,,,,
1,train,1.7387964725494385,0.15942172706127167,0.3982677459716797,,,,,,,
1,train,1.7443307638168335,0.16012434661388397,0.4034755229949951,,,,,,,
1,train,1.7150681018829346,0.15656612813472748,0.3953588008880615,,,,,,,
1,train,1.7187492847442627,0.16019003093242645,0.4348320960998535,,,,,,,
1,train,1.7161446809768677,0.15519161522388458,0.40556955337524414,,,,,,,
1,train,1.764304280281067,0.1477958858013153,0.3939545154571533,,,,,,,
1,train,1.7124197483062744,0.1604507863521576,0.42804789543151855,,,,,,,
1,train,1.6590081453323364,0.17890691757202148,0.4565761089324951,,,,,,,
1,train,1.6688618659973145,0.16564784944057465,0.43945980072021484,,,,,,,
1,train,1.7296712398529053,0.15838207304477692,0.4375596046447754,,,,,,,
1,train,1.5861204862594604,0.18928071856498718,0.45944666862487793,,,,,,,
1,train,1.6584633588790894,0.16539229452610016,0.42575836181640625,,,,,,,
1,train,1.5031415224075317,0.20952041447162628,0.5097384452819824,,,,,,,
1,train,1.6471195220947266,0.1740623265504837,0.46576380729675293,,,,,,,
1,train,1.7093894481658936,0.15503671765327454,0.43665003776550293,,,,,,,
1,train,1.6126747131347656,0.1642431914806366,0.469254732131958,,,,,,,
1,train,1.443886399269104,0.20239782333374023,0.5467236042022705,,,,,,,
1,train,1.5685977935791016,0.16024906933307648,0.46890854835510254,,,,,,,
1,train,1.5965996980667114,0.16157126426696777,0.45242834091186523,,,,,,,
1,train,1.4988638162612915,0.18150289356708527,0.5135226249694824,,,,,,,
1,train,1.4249814748764038,0.18408386409282684,0.5031023025512695,,,,,,,
1,train,1.4323567152023315,0.1989387720823288,0.504805326461792,,,,,,,
1,train,1.4561572074890137,0.1881406158208847,0.4878971576690674,,,,,,,
1,train,1.4012752771377563,0.18922308087348938,0.5152926445007324,,,,,,,
1,train,1.496556282043457,0.19361604750156403,0.5042147636413574,,,,,,,
1,train,1.2971237897872925,0.20846782624721527,0.5631382465362549,,,,,,,
1,train,1.4899475574493408,0.1901455819606781,0.48613595962524414,,,,,,,
1,train,1.4032880067825317,0.21625642478466034,0.5364484786987305,,,,,,,
1,train,1.2328532934188843,0.22654424607753754,0.6004631519317627,,,,,,,
1,train,1.4333314895629883,0.18141426146030426,0.49416637420654297,,,,,,,
1,train,1.346740484237671,0.1957855522632599,0.5452089309692383,,,,,,,
1,train,1.2646706104278564,0.21864986419677734,0.5657474994659424,,,,,,,
1,train,1.2526021003723145,0.21781893074512482,0.564960241317749,,,,,,,
1,train,1.2582662105560303,0.23766371607780457,0.5875937938690186,,,,,,,
1,train,1.3381261825561523,0.20095069706439972,0.5444240570068359,,,,,,,
1,train,1.3880926370620728,0.1854141801595688,0.5328810214996338,,,,,,,
1,train,1.2027270793914795,0.23842556774616241,0.5807313919067383,,,,,,,
1,train,1.3964996337890625,0.18198218941688538,0.5225508213043213,,,,,,,
1,train,1.2450586557388306,0.1994483470916748,0.5743381977081299,,,,,,,
1,train,1.1656014919281006,0.216506689786911,0.5994460582733154,,,,,,,
1,train,1.2400903701782227,0.22019454836845398,0.6358075141906738,,,,,,,
1,train,1.367333173751831,0.19586774706840515,0.5149898529052734,,,,,,,
